country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Canada,CAN,"Thursday, June 17, 2021",31101741,25009056,6092047,507551,452935,81.7,,13.55,10.24,1388,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Friday, June 18, 2021",31637585,25107001,6529912,535844,457637,83.11,,13.64,10.32,1409,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Saturday, June 19, 2021",32059720,25174615,6884371,422135,457965,84.22,,13.67,10.33,1408,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Sunday, June 20, 2021",32410322,25234844,7174726,350602,453950,85.14,,13.71,10.37,1369,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Monday, June 21, 2021",32816721,25315094,7500859,406399,448054,86.21,,13.82,10.48,1444,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Tuesday, June 22, 2021",33289191,25378250,7910137,472470,451435,87.45,,13.98,10.59,1597,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Wednesday, June 23, 2021",33805927,25437415,8367662,516736,458820,88.8,,14.03,10.64,1548,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Thursday, June 24, 2021",34398523,25506073,8891527,592596,470969,90.36,,14.13,10.71,1508,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Friday, June 25, 2021",34920486,25562715,9356822,521963,468986,91.73,,14.2,10.75,1436,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Saturday, June 26, 2021",35364921,25607135,9756793,444435,472172,92.9,,14.25,10.78,1471,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Sunday, June 27, 2021",35724421,25648687,10074700,359500,473443,93.84,,14.3,10.82,1492,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Monday, June 28, 2021",36429296,25731921,10696323,704875,516082,95.7,,14.39,10.89,1411,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Tuesday, June 29, 2021",37017067,25789267,11226699,587771,532554,97.24,,14.48,10.97,1256,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Wednesday, June 30, 2021",37623803,25845528,11777117,606736,545411,98.83,,14.57,11.06,1381,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Thursday, July 1, 2021",38086314,25886490,12198554,462511,526827,100.05,,14.66,11.19,1458,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Friday, July 2, 2021",38653746,25942806,12709604,567432,533323,101.54,,14.74,11.27,1518,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Saturday, July 3, 2021",39015073,25973342,13040331,361327,521450,102.49,,14.76,11.29,1464,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Sunday, July 4, 2021",39336123,26003593,13331085,321050,515957,103.33,,14.84,11.38,1593,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Monday, July 5, 2021",39937751,26059707,13876048,601628,501208,104.91,,14.89,11.44,1516,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Tuesday, July 6, 2021",40420180,26101765,14315888,482429,486159,106.18,,15,11.56,1599,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Wednesday, July 7, 2021",40923612,26144812,14776180,503432,471401,107.5,,15.08,11.64,1561,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Thursday, July 8, 2021",41545231,26204637,15337883,621619,494131,109.13,,15.16,11.7,1456,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Friday, July 9, 2021",42091454,26255498,15833178,546223,491101,110.57,,15.26,11.8,1509,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Saturday, July 10, 2021",42457323,26289540,16164935,365869,491750,111.53,,15.28,11.82,1523,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Sunday, July 11, 2021",42743119,26316981,16423251,285796,486714,112.28,,15.3,11.84,1320,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Monday, July 12, 2021",43247927,26370720,16874288,504808,472882,113.61,,15.33,11.87,1243,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Tuesday, July 13, 2021",43663362,26409089,17251309,415435,463312,114.7,,15.38,11.94,1101,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Wednesday, July 14, 2021",44089772,26452910,17633834,426410,452309,115.82,,15.44,12.03,1084,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Thursday, July 15, 2021",44528300,26498406,18026795,438528,426153,116.97,,15.58,12.18,1295,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Friday, July 16, 2021",44960292,26544338,18412793,431992,409834,118.11,,15.65,12.26,1238,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Saturday, July 17, 2021",45262147,26577081,18681854,301855,400689,118.9,,15.66,12.27,1200,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Sunday, July 18, 2021",45487491,26600873,18883349,225344,392053,119.49,,15.72,12.34,1329,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Monday, July 19, 2021",45913764,26643869,19266611,426273,380834,120.61,,15.8,12.44,1515,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Tuesday, July 20, 2021",46248907,26680105,19565469,335143,369364,121.49,,15.89,12.54,1602,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Wednesday, July 21, 2021",46634390,26719846,19911150,385483,363517,122.5,,15.98,12.63,1646,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Thursday, July 22, 2021",47015757,26762054,20250237,381367,355351,123.5,,16.04,12.68,1382,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Friday, July 23, 2021",47370865,26802924,20564400,355108,344368,124.44,,16.14,12.77,1438,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Saturday, July 24, 2021",47619920,26833628,20782670,249055,336825,125.09,,16.16,12.78,1454,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Sunday, July 25, 2021",47816827,26856812,20956259,196907,332762,125.61,,16.24,12.87,1514,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Monday, July 26, 2021",48207965,26898464,21305448,391138,327743,126.64,,16.32,12.97,1503,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Tuesday, July 27, 2021",48486961,26934981,21547505,278996,319722,127.37,,16.42,13.07,1513,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Wednesday, July 28, 2021",48762276,26974027,21783373,275315,303984,128.09,,16.47,13.13,1421,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Thursday, July 29, 2021",49032369,27013432,22013722,270093,288087,128.8,,16.58,13.25,1602,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Friday, July 30, 2021",49289950,27051996,22232428,257581,274155,129.48,,16.61,13.29,1424,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Saturday, July 31, 2021",49471379,27077956,22387511,181429,264494,129.96,,16.65,13.32,1486,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Sunday, August 1, 2021",49616532,27098523,22511850,145153,257101,130.34,,16.9,13.51,1357,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Monday, August 2, 2021",49710647,27110955,22593297,94115,214669,130.58,,16.99,13.58,1448,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Tuesday, August 3, 2021",49989091,27149857,22832510,278444,214590,131.32,,17.07,13.65,1332,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Wednesday, August 4, 2021",50156034,27178543,22970427,166943,199108,131.75,,17.12,13.7,1391,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Thursday, August 5, 2021",50345364,27212837,23125079,189330,187571,132.25,,17.23,13.86,1171,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Friday, August 6, 2021",50520641,27245008,23267702,175277,175813,132.71,,17.29,13.92,1146,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Saturday, August 7, 2021",50648214,27267957,23371737,127573,168119,133.05,,17.38,14.01,1149,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Sunday, August 8, 2021",50748242,27284667,23454726,100028,161673,133.31,,17.42,14.05,1056,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Monday, August 9, 2021",50933683,27317545,23607045,185441,174719,133.8,,17.5,14.12,1130,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Tuesday, August 10, 2021",51070117,27343839,23716717,136434,154432,134.16,,17.51,14.13,1113,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Wednesday, August 11, 2021",51207067,27371466,23825594,136950,150148,134.52,,17.56,14.19,1215,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Thursday, August 12, 2021",51359334,27403699,23945201,152267,144853,134.92,,17.65,14.28,1276,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Friday, August 13, 2021",51506588,27437199,24058411,147254,140850,135.3,,17.71,14.35,1302,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Saturday, August 14, 2021",51622673,27460625,24150522,116085,139208,135.61,,18.15,14.77,1188,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Sunday, August 15, 2021",51720513,27479340,24229281,97840,138896,135.86,,18.22,14.81,1237,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Monday, August 16, 2021",51884824,27512130,24360564,164311,135877,136.3,,18.31,14.88,1314,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Tuesday, August 17, 2021",52021878,27540862,24468475,137054,135966,136.66,,18.31,14.88,1156,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Wednesday, August 18, 2021",52146607,27570871,24562728,124729,134220,136.98,,18.35,14.91,1093,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Thursday, August 19, 2021",52283603,27607885,24662167,136996,132038,137.34,,18.42,14.95,1121,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Friday, August 20, 2021",52411450,27644554,24752920,127847,129266,137.68,,20.22,16.49,1467,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Saturday, August 21, 2021",52512549,27670230,24827798,101099,127125,137.94,,20.28,16.52,1391,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Sunday, August 22, 2021",52590282,27688705,24886760,77733,124253,138.15,,20.34,16.56,1328,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Monday, August 23, 2021",52711221,27718645,24977514,120939,118057,138.47,,20.4,16.58,1252,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Tuesday, August 24, 2021",52827253,27750164,25061592,116032,115054,138.77,,20.42,16.59,1193,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Wednesday, August 25, 2021",52932078,27785144,25130993,104825,112210,139.05,,20.43,16.6,1068,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Thursday, August 26, 2021",53054685,27825302,25212942,122607,110155,139.37,,20.52,16.65,1099,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Friday, August 27, 2021",53169890,27864937,25288011,115205,108349,139.67,,20.58,16.7,1102,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Saturday, August 28, 2021",53250502,27889979,25342990,80612,105422,139.88,,20.63,16.74,1112,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Sunday, August 29, 2021",53318129,27909420,25390677,67627,103978,140.06,,20.69,16.81,1172,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Monday, August 30, 2021",53441516,27952530,25470637,123387,104328,140.38,,20.76,16.87,1235,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Tuesday, August 31, 2021",53523195,27981794,25522625,81679,99420,140.6,,20.79,16.89,1281,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Wednesday, September 1, 2021",53620885,28016422,25584928,97690,98401,140.86,,20.82,16.91,1327,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Thursday, September 2, 2021",53715070,28054857,25639587,94185,94341,141.1,,20.9,16.95,1333,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Friday, September 3, 2021",53824217,28101251,25700670,109147,93475,141.39,,20.97,16.99,1280,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Saturday, September 4, 2021",53906210,28134625,25747556,81993,93673,141.61,,21.07,17.04,1405,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Sunday, September 5, 2021",53968230,28158059,25784916,62020,92872,141.77,,21.18,17.1,1485,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Monday, September 6, 2021",54004801,28172678,25806079,36571,80469,141.86,,21.3,17.16,1569,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Tuesday, September 7, 2021",54107192,28214616,25865904,102391,83428,142.13,,21.32,17.17,1539,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Wednesday, September 8, 2021",54191595,28250430,25912880,84403,81530,142.36,,21.36,17.2,1578,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Thursday, September 9, 2021",54289292,28292444,25966696,97697,82032,142.61,,21.44,17.25,1563,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Friday, September 10, 2021",54387369,28334262,26021043,98077,80450,142.87,,21.48,17.27,1473,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Saturday, September 11, 2021",54460241,28362033,26064301,72872,79147,143.06,,21.51,17.31,1297,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Sunday, September 12, 2021",54517214,28382212,26099675,56973,78426,143.21,,21.57,17.38,1218,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Monday, September 13, 2021",54616618,28425455,26154961,99404,87402,143.47,,21.65,17.43,1154,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Tuesday, September 14, 2021",54689751,28458037,26194308,73133,83223,143.66,,21.67,17.44,1160,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Wednesday, September 15, 2021",54773060,28494515,26239859,83309,83066,143.88,,21.7,17.48,1158,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Thursday, September 16, 2021",54869083,28534794,26293698,96023,82827,144.13,,21.75,17.56,1181,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Friday, September 17, 2021",55028083,28590001,26352475,159000,91531,144.55,,21.81,17.62,1295,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Saturday, September 18, 2021",55096636,28615738,26393304,68553,90914,144.73,,21.86,17.7,1411,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Sunday, September 19, 2021",55152386,28635774,26427763,55750,90739,144.88,,21.91,17.78,1382,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Monday, September 20, 2021",55292065,28702877,26494054,139679,96492,145.25,,21.93,17.82,1257,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Tuesday, September 21, 2021",55391073,28746880,26544927,99008,100189,145.51,,21.94,17.82,1212,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Wednesday, September 22, 2021",55491208,28791951,26596103,100135,102593,145.77,,21.96,17.85,1181,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Thursday, September 23, 2021",55606675,28841173,26656853,115467,105370,146.07,,21.97,17.86,945,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Friday, September 24, 2021",55772527,28891572,26722030,165852,106349,146.51,,21.99,17.91,870,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Saturday, September 25, 2021",55847009,28917922,26768204,74482,107196,146.7,,22.02,17.97,788,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Sunday, September 26, 2021",55915574,28942566,26810928,68565,109027,146.88,,22.07,18.05,810,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Monday, September 27, 2021",56036808,28992713,26872085,121234,106392,147.2,,22.09,18.09,789,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Tuesday, September 28, 2021",56114866,29024622,26913108,78058,103399,147.41,,22.1,18.09,796,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Wednesday, September 29, 2021",56213062,29066621,26963783,98196,103122,147.67,,22.19,18.23,986,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Thursday, September 30, 2021",56312456,29103825,27019931,99394,100826,147.93,,22.22,18.26,943,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Friday, October 1, 2021",56406727,29133965,27072837,94271,90600,148.17,,22.24,18.32,867,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Saturday, October 2, 2021",56467059,29154116,27111048,60332,88579,148.33,,22.27,18.37,904,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Sunday, October 3, 2021",56516683,29171486,27142252,49624,85873,148.46,,22.27,18.37,906,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Monday, October 4, 2021",56621294,29210115,27201011,104611,83498,148.74,,22.27,18.37,774,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Tuesday, October 5, 2021",56699567,29240981,27244079,78273,83529,148.94,,22.29,18.41,745,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Wednesday, October 6, 2021",56822762,29273255,27290541,123195,87100,149.27,,22.32,18.47,718,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Thursday, October 7, 2021",56909034,29304503,27335305,86272,85225,149.49,,22.34,18.54,778,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Friday, October 8, 2021",57007364,29337986,27385016,98330,85805,149.75,,22.36,18.56,716,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Saturday, October 9, 2021",57071141,29360765,27422667,63777,86297,149.92,,22.38,18.59,683,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Sunday, October 10, 2021",57122861,29378382,27454543,51720,86597,150.06,,22.39,18.59,675,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Monday, October 11, 2021",57149288,29388834,27469924,26427,75428,150.12,,22.41,18.61,764,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Tuesday, October 12, 2021",57260837,29432148,27519577,111549,80181,150.42,,22.42,18.63,716,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Wednesday, October 13, 2021",57351315,29447367,27567212,90478,75508,150.66,,22.46,18.67,743,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Canada,CAN,"Thursday, October 14, 2021",57451347,29478845,27618125,100032,77473,150.92,,0.91,0.03,602,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://web.facebook.com/santetunisie.rns.tn/posts/339797681524034?__cft__[0]=AZUiZe_DZCgQaUfW53dSTtXxKD5Vmq3M4OkNzKUMnMjzyKYqwPgH6EV-do3PCuT4TqokRZFYjLLshZ87APo1I0dbZHgTHn-95N8CB7Crpo5q1AShf3f9AQYWATKZCptNluocUhFJ8tKk3Z4cIg3qRVhQ&__tn__=%2CO%2CP-R
Canada,CAN,"Friday, October 15, 2021",57552515,29512241,27668159,101168,77879,151.18,,1,0.04,699,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://web.facebook.com/santetunisie.rns.tn/posts/339797681524034?__cft__[0]=AZUiZe_DZCgQaUfW53dSTtXxKD5Vmq3M4OkNzKUMnMjzyKYqwPgH6EV-do3PCuT4TqokRZFYjLLshZ87APo1I0dbZHgTHn-95N8CB7Crpo5q1AShf3f9AQYWATKZCptNluocUhFJ8tKk3Z4cIg3qRVhQ&__tn__=%2CO%2CP-R
Canada,CAN,"Saturday, October 16, 2021",57606099,29529148,27700461,53584,76423,151.32,,1.05,0.04,713,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://web.facebook.com/santetunisie.rns.tn/posts/339797681524034?__cft__[0]=AZUiZe_DZCgQaUfW53dSTtXxKD5Vmq3M4OkNzKUMnMjzyKYqwPgH6EV-do3PCuT4TqokRZFYjLLshZ87APo1I0dbZHgTHn-95N8CB7Crpo5q1AShf3f9AQYWATKZCptNluocUhFJ8tKk3Z4cIg3qRVhQ&__tn__=%2CO%2CP-R
Canada,CAN,"Sunday, October 17, 2021",57652265,29544522,27729050,46166,75629,151.45,,1.13,0.07,752,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://web.facebook.com/santetunisie.rns.tn/posts/339797681524034?__cft__[0]=AZUiZe_DZCgQaUfW53dSTtXxKD5Vmq3M4OkNzKUMnMjzyKYqwPgH6EV-do3PCuT4TqokRZFYjLLshZ87APo1I0dbZHgTHn-95N8CB7Crpo5q1AShf3f9AQYWATKZCptNluocUhFJ8tKk3Z4cIg3qRVhQ&__tn__=%2CO%2CP-R
Canada,CAN,"Monday, October 18, 2021",57762356,29570871,27787036,110091,87581,151.74,,1.23,0.07,791,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://web.facebook.com/santetunisie.rns.tn/posts/339797681524034?__cft__[0]=AZUiZe_DZCgQaUfW53dSTtXxKD5Vmq3M4OkNzKUMnMjzyKYqwPgH6EV-do3PCuT4TqokRZFYjLLshZ87APo1I0dbZHgTHn-95N8CB7Crpo5q1AShf3f9AQYWATKZCptNluocUhFJ8tKk3Z4cIg3qRVhQ&__tn__=%2CO%2CP-R
Canada,CAN,"Tuesday, October 19, 2021",57837476,29590006,27823372,75120,82377,151.93,,1.32,0.07,814,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://web.facebook.com/santetunisie.rns.tn/posts/339797681524034?__cft__[0]=AZUiZe_DZCgQaUfW53dSTtXxKD5Vmq3M4OkNzKUMnMjzyKYqwPgH6EV-do3PCuT4TqokRZFYjLLshZ87APo1I0dbZHgTHn-95N8CB7Crpo5q1AShf3f9AQYWATKZCptNluocUhFJ8tKk3Z4cIg3qRVhQ&__tn__=%2CO%2CP-R
